acc,CpCpos2,CpCpos2_low95CI,CpCpos2_high95CI,CpCbridge,CpCbridge_low95CI,CpCbridge_high95CI,CpGpos1,CpGpos1_low95CI,CpGpos1_high95CI,CpGpos2,CpGpos2_low95CI,CpGpos2_high95CI,CpGbridge,CpGbridge_low95CI,CpGbridge_high95CI,CpUpos1,CpUpos1_low95CI,CpUpos1_high95CI,CpUpos2,CpUpos2_low95CI,CpUpos2_high95CI,CpUbridge,CpUbridge_low95CI,CpUbridge_high95CI,CpApos2,CpApos2_low95CI,CpApos2_high95CI,CpAbridge,CpAbridge_low95CI,CpAbridge_high95CI,GpCpos2,GpCpos2_low95CI,GpCpos2_high95CI,GpCbridge,GpCbridge_low95CI,GpCbridge_high95CI,GpGpos2,GpGpos2_low95CI,GpGpos2_high95CI,GpGbridge,GpGbridge_low95CI,GpGbridge_high95CI,GpUpos2,GpUpos2_low95CI,GpUpos2_high95CI,GpUbridge,GpUbridge_low95CI,GpUbridge_high95CI,GpApos2,GpApos2_low95CI,GpApos2_high95CI,GpAbridge,GpAbridge_low95CI,GpAbridge_high95CI,UpCpos1,UpCpos1_low95CI,UpCpos1_high95CI,UpCpos2,UpCpos2_low95CI,UpCpos2_high95CI,UpCbridge,UpCbridge_low95CI,UpCbridge_high95CI,UpGpos2,UpGpos2_low95CI,UpGpos2_high95CI,UpGbridge,UpGbridge_low95CI,UpGbridge_high95CI,UpUpos1,UpUpos1_low95CI,UpUpos1_high95CI,UpUpos2,UpUpos2_low95CI,UpUpos2_high95CI,UpUbridge,UpUbridge_low95CI,UpUbridge_high95CI,UpApos2,UpApos2_low95CI,UpApos2_high95CI,UpAbridge,UpAbridge_low95CI,UpAbridge_high95CI,ApCpos2,ApCpos2_low95CI,ApCpos2_high95CI,ApCbridge,ApCbridge_low95CI,ApCbridge_high95CI,ApGpos1,ApGpos1_low95CI,ApGpos1_high95CI,ApGpos2,ApGpos2_low95CI,ApGpos2_high95CI,ApGbridge,ApGbridge_low95CI,ApGbridge_high95CI,ApUpos2,ApUpos2_low95CI,ApUpos2_high95CI,ApUbridge,ApUbridge_low95CI,ApUbridge_high95CI,ApApos2,ApApos2_low95CI,ApApos2_high95CI,ApAbridge,ApAbridge_low95CI,ApAbridge_high95CI
MW023854,0.1586496728129506,0.0796581741629205,0.1749950612434589,0.0635552532123709,0.0451578698822926,0.1248495498961194,0.1857142857142857,0.3202445716577422,0.5320411426279716,0.1267787172771702,0.1650484908221104,0.2820567108414893,0.0814523404907246,0.0940272965886664,0.1834161217761185,0.4615384615384615,0.4018437136521838,0.6128815610730907,0.2471191590044361,0.1494732605915725,0.2619444540379618,0.0680909157634712,0.0556554623585849,0.1435052785863193,0.3125917020216409,0.2039523931905074,0.3292727451586306,0.1512240763418396,0.0818908567446424,0.1546530771033563,0.0748604431110165,0.0627487770098722,0.1604794610997144,0.1328211717088611,0.1236163087963032,0.2321763601100278,0.2261003527379602,0.2698017889770242,0.3962884521065439,0.2703519354115066,0.271375675327446,0.3768118260145346,0.1167658027073641,0.1375266440466419,0.2209865210188576,0.1967784107400127,0.1499921073627639,0.2699962831618818,0.56922559474272,0.2975698292543342,0.4440970285809186,0.3006797659289024,0.1975110652509435,0.2993200063331224,0.5813953488372093,0.3869116792335333,0.6572743672780946,0.1087202349757373,0.0843256084232028,0.1700010434291666,0.0774471721848063,0.096915903131744,0.1939906623822723,0.4906039980083256,0.2880186686651982,0.4327613701067374,0.2456634660510464,0.1702840014214218,0.2754086334945225,0.6186711289746671,0.4936295601948022,0.6679916790795026,0.226535123045549,0.156357193527211,0.2542249947487579,0.1921152605403161,0.1035644746032148,0.2020891164950345,0.2819237727879927,0.323928184714866,0.4702373893356899,0.1906083972898231,0.150129728285937,0.2347564857531336,0.3430656934306569,0.3104266566457248,0.4570185988287275,0.2189447367532561,0.1366967420207374,0.2695480104829468,0.6498265314336915,0.451726951044309,0.6162267022610891,0.5614035087719299,0.3807210503506346,0.5336649145616453,0.4472209376131089,0.314573861721639,0.4365453231673415,0.656934306569343,0.5429814011712726,0.6895733433542752,0.269658339652233,0.181627615906202,0.2992564172821924,0.4385964912280701,0.4663350854383548,0.6192789496493655,0.2291623222767913,0.2361606403574981,0.3315997652867251
MW033628,0.1208257319323916,0.1085982042627015,0.1995968401296885,0.0976346768714575,0.0660558141338405,0.1625043464799421,0.4107142857142856,0.3529084653598605,0.6063772489258538,0.0731440458047827,0.1346511419986805,0.2456215778600113,0.1294465046737789,0.1265400394727731,0.2234772087730095,0.4827586206896552,0.4474807225261095,0.6621744498876831,0.3293279376031749,0.1646682551698623,0.2717922213309498,0.0814523995902544,0.0703240325814241,0.1643656670481842,0.2691560247053483,0.2243458977569279,0.3510905573052999,0.1446426168409215,0.0916789733383257,0.1783652954206916,0.119777540864957,0.0867197546482752,0.1827912887455738,0.0611616459132155,0.1116643096606838,0.2250792894929386,0.1908881415309787,0.2126192987983901,0.3598352185902804,0.2048112406420001,0.2196226437330161,0.3246777743132567,0.1974941089059219,0.1329385310054041,0.2418461553198018,0.1145829258052251,0.1121247274922683,0.2192147507726177,0.5060339903901924,0.3073163051844417,0.4665762296217826,0.1650634802808002,0.1504766718130037,0.2432577002797724,0.4375,0.4565547350998096,0.7313619315668574,0.1089954709663165,0.1091615045060123,0.1984243609812779,0.1613571189815948,0.0980586979395747,0.221458216191662,0.3179968309565508,0.2516197510539069,0.3691149666510386,0.3025498696526614,0.1903246137756929,0.3096586373076618,0.5926698292108016,0.4412867627725134,0.6224357446563149,0.2711733347516395,0.1597684688327222,0.2702698936236206,0.250980531514791,0.1072163511852811,0.2065344052066846,0.3854891575828492,0.3427473437839184,0.4746391170513138,0.2353118041913602,0.146673173419939,0.2346269122010388,0.4844720496894409,0.3310720931109465,0.4953875342182458,0.3156194142387839,0.1903102940283117,0.3149645263547396,0.5755489405299217,0.3673487490573262,0.5561145411102931,0.2450331125827814,0.3251595226719183,0.4724563713678172,0.4145328967073488,0.329477939734894,0.443719603991365,0.515527950310559,0.504612465781754,0.6689279068890531,0.1896941324360073,0.1683716978642936,0.304060862385582,0.7549668874172186,0.5275436286321824,0.6748404773280812,0.2922916910446034,0.2210650206426316,0.3362003531615385
MW033625,0.2088002067026461,0.1184088146799179,0.2155275022376707,0.1716879568175837,0.1110204492096215,0.1976807792513984,0.2816901408450704,0.4671947520636553,0.7105517268095837,0.162838931278903,0.1886916077423948,0.3079603984094107,0.1338072598978377,0.1591981964904647,0.2530981153259254,0.5777777777777777,0.5005641599300477,0.7063247289588421,0.2769437976887658,0.154521144848951,0.2661455252728035,0.1225474117302691,0.0841365011586042,0.1684052486732422,0.1805680263867572,0.1599187955412128,0.2739172645312345,0.2000241490705979,0.0934560233609347,0.1768232403641018,0.1497365162515694,0.1177073641423635,0.2186529770214036,0.2215140227186086,0.1859258000017553,0.3168154859728815,0.360721654511259,0.2965134716375047,0.4253488251260769,0.3011797291371195,0.289698586235906,0.400743073666467,0.1887856194683931,0.1502255012342511,0.2507956763082636,0.2616582058123076,0.1417529228900612,0.2623316134474959,0.3035406621985999,0.2151845199523078,0.3615431420783595,0.2956867372972227,0.1763765105245612,0.2664452709759577,0.5535714285714287,0.45555840422244,0.7215844529204172,0.1583301542384831,0.1416906431847368,0.2251967840703986,0.1086774029434022,0.137836757688985,0.2437889772955168,0.5356268684151969,0.3283282994797055,0.4572574517078572,0.367388512105265,0.1965712359777839,0.3063529955693912,0.5004943948804992,0.3893618364720996,0.5672478014494354,0.2469560347399585,0.1574789140584838,0.2791288166397112,0.1374901312964278,0.1007768099522506,0.1941963062677923,0.1794582878179269,0.2416329996537151,0.3666399379607904,0.1882572368928018,0.11608230815584,0.2102951256115148,0.4689655172413793,0.3715022770102329,0.5316701367828706,0.1679128642925034,0.1446660537963418,0.2488927433757987,0.5976436102962284,0.3250628194141226,0.4974586008775417,0.7328244274809159,0.4668644712480641,0.6195477424923939,0.2823810568980068,0.232165494639687,0.3450712272635323,0.5310344827586208,0.4683298632171295,0.628497722989767,0.1041001132029643,0.1161057978312901,0.2199270526011512,0.2671755725190839,0.3804522575076062,0.5331355287519359,0.1060540037887767,0.1393463814357111,0.2303783143901022
NC_034151,0.2134033492510686,0.1503134018304175,0.2012493693076661,0.1850447222573692,0.1253958676113657,0.1776783720690331,0.3779904306220095,0.4811368523060745,0.6304420950623474,0.1084983512848392,0.2121297424663379,0.2749837661508398,0.1340488880741552,0.1934417076441351,0.2463882943026323,0.6784565916398714,0.5710118581488194,0.6871231900826912,0.173880810735133,0.1553557456657638,0.2085590492122433,0.1416001670937452,0.0930121345113788,0.1428422716280216,0.3686109456890629,0.2131078952858641,0.2752251697470411,0.2222232857413943,0.1267615172106581,0.1675374080871779,0.1513461186000619,0.1498095268346965,0.2015583448984936,0.1847853454962697,0.1955110295052184,0.2643273227278929,0.3242928865545882,0.3177412718290285,0.3999498247952677,0.2767595470838445,0.2993484042321589,0.3604419056271369,0.1280031132258515,0.1536884626557707,0.2111723692812124,0.1738285581918664,0.1501668648626453,0.2150899229151376,0.4691017141339304,0.281436017218127,0.369126903196067,0.2516696726108579,0.207228194182599,0.2540639536713817,0.6218905472636815,0.4911574063656124,0.6470515488582689,0.2173240052845783,0.164420630169657,0.2151923537074931,0.1420640006260392,0.1331882481990387,0.1902254287992813,0.5266123700109332,0.3328805400767267,0.3999929837190676,0.2612807471599155,0.1973070201507466,0.2497666181188399,0.3973839778972899,0.3896861662124622,0.4928181128001048,0.1714261386679552,0.1714004855983355,0.2254512486957629,0.099546842856324,0.0995043015275012,0.1501393155560962,0.2014404217311011,0.3069796143717069,0.3740813730874058,0.0748936555828981,0.1282738522766852,0.1786255996052894,0.5330296127562644,0.4489521467097875,0.5365603817640167,0.2215575811687193,0.187143414393441,0.2531565759866885,0.5017407971833021,0.3806850923333701,0.4946045260356477,0.5089820359281438,0.4534907182165213,0.5458705592285885,0.4252544250795654,0.2876691535651304,0.3522138841059252,0.4669703872437357,0.4634396182359834,0.5510478532902126,0.1605520380555641,0.1461089365201687,0.2062811345039212,0.4910179640718563,0.4541294407714114,0.5465092817834786,0.239881475945958,0.1994182964412564,0.2426587893552933
LC540441,0.1411805081434791,0.1104721779523982,0.1690890256308224,0.0800344505649671,0.0887889636499361,0.1392703642259087,0.3216374269005848,0.4123885953699432,0.5658570186651442,0.1162083020150656,0.1601232034014238,0.216787510270263,0.1179809118566984,0.1513578395696116,0.197072150899233,0.4358974358974359,0.4651055922758774,0.5805354333651486,0.2525711626255912,0.1980799088307329,0.2627374148449457,0.0974103225905519,0.0956445730468104,0.1427255128039617,0.3660935554867371,0.2358859167665925,0.2988951013393173,0.1417383744699272,0.1055129879612427,0.1473788231226419,0.0926092657933056,0.1087162616800549,0.1592846467391861,0.1147521854249404,0.133683396939399,0.1947453344091251,0.2302570419010559,0.2522060843860658,0.3351290715416535,0.1936623949737954,0.2418003775443629,0.3111205102042603,0.1578501705116667,0.2013118888789593,0.2588913365014946,0.1585858080330478,0.1509885152258589,0.2095276862898282,0.5848505035513069,0.3175071828536019,0.4037871473553167,0.1838986225398606,0.168038717667764,0.2181256040661993,0.7102803738317757,0.5297235099086458,0.6570054620539708,0.1317214986119407,0.1297141094251953,0.1777129345184943,0.1713843315487243,0.1606602220950216,0.2229779154404544,0.3461309519558229,0.2684224281715965,0.3524638625079282,0.3508419208921755,0.259260772103557,0.3166777976766753,0.6655669643293337,0.5545965373827644,0.643157627637837,0.2870759113075947,0.2307723079677827,0.2825468684910182,0.2483229599368053,0.1734651231282559,0.2279675506727639,0.2973649060770068,0.3493729657131759,0.4216773825458921,0.1472361209968768,0.1856364769589156,0.2396008521230457,0.4011627906976745,0.3315650026036398,0.4184349973963603,0.2100009036636163,0.1871153363060182,0.2643694952434971,0.4418219738142639,0.3959260133864919,0.498938694495855,0.3043478260869565,0.3766827777000438,0.4625346136043037,0.4235899544918599,0.3248763068012255,0.3983524668704467,0.5988372093023256,0.5815650026036396,0.6684349973963601,0.3100645740235057,0.2020516707121918,0.2673619553902263,0.6956521739130436,0.5374653863956964,0.6233172222999563,0.3211288756973361,0.2329795694132193,0.2895796933770282
LC628180,0.3522724597768415,0.1520918697106137,0.2649741148578155,0.2483179637652835,0.1201738770084008,0.2445608782205092,0.2608695652173913,0.4845310720466191,0.7009761743301923,0.2827869817198276,0.2124879490075065,0.3453603384843944,0.1282702482886158,0.183952248694969,0.292589108557738,0.7812500000000001,0.6137163195380683,0.7892003471285985,0.1019328868676238,0.1001890564046312,0.1955815062278011,0.1830048948534334,0.0678655890308119,0.1617179836679888,0.1968199064949174,0.1772063477846886,0.3024154735289206,0.2931187469927375,0.1311372524756294,0.2119719317464117,0.1465317416975201,0.1302484989446668,0.2505060414196598,0.2669859807557743,0.2139222138586438,0.3409578649308465,0.4210095002045794,0.3088125317254409,0.4618038395210267,0.5723628283629615,0.3140102509156071,0.4274040049060763,0.0825497106779984,0.0976938656017429,0.1922688005327061,0.1002746238258594,0.1191436148930763,0.2110990704208599,0.3369439400531372,0.2366023799100608,0.386750561123803,0.3653211432493955,0.2034622694913998,0.3157679088243612,0.7575757575757576,0.371980848369873,0.7134736970846729,0.2813725027263091,0.1672101241899932,0.2770558324757639,0.0573526094374684,0.0827892197976904,0.1872722211684226,0.5862905499246094,0.3329126547089513,0.4701056588693735,0.1440472559371111,0.1241318941687573,0.2277836530353317,0.2675250165875927,0.2600710256997297,0.4245992307538301,0.1274056495837889,0.1063134061991287,0.2117346152929628,0.0780915265101126,0.0382697912196703,0.1253438784062617,0.1489789856857684,0.2678604576269103,0.3883041019289963,0.0844386156833066,0.0926950499477421,0.1601456688513313,0.7323943661971831,0.483501422490292,0.6573436479322436,0.1854689016935334,0.169542215985228,0.3018533881899943,0.5921361199661517,0.329807398253291,0.5142947672191325,0.7454545454545454,0.4566142900039918,0.611264497874796,0.250175786731582,0.2566238227186956,0.3725601986487397,0.2676056338028169,0.3426563520677564,0.5164985775097081,0.0860147519089005,0.0879224543884175,0.1877487402125375,0.2545454545454546,0.3887355021252039,0.5433857099960081,0.115403459197126,0.164482519038098,0.2672672167960784
MN764158,0.3087917147392874,0.2137867528912028,0.3059988036203666,0.3518577148877119,0.1979024702790375,0.3184169097237959,0.8125000000000001,0.6163785546840503,0.8423714453159497,0.0736465888616788,0.1508147857156402,0.2410646881473388,0.2491561510641909,0.252413432443805,0.3756450729341005,0.8602150537634408,0.6352115815588681,0.8013475582260776,0.291391631319117,0.1717713066116942,0.2806887495807449,0.1774428706979955,0.1031994545955748,0.2024686102127911,0.2635558444627525,0.1679777308250534,0.2627312530523839,0.2589504519719904,0.1123218471304655,0.201326052154509,0.2324001841428912,0.1474697523398536,0.2633585137406098,0.1589300499997503,0.1616618516855651,0.2739583241488327,0.1487472748732036,0.1899730731985837,0.354506978482531,0.1669362046275371,0.205082131597352,0.3213585492839785,0.2230830417060339,0.1201413387946311,0.2215547536243632,0.0829778683400181,0.0806840436118905,0.1766360118735717,0.1630242626695284,0.1970168807394546,0.3588634353572991,0.0791695970475431,0.0864608164528463,0.1675442216732719,0.8309859154929577,0.6187534121360116,0.8274437709625804,0.4589088788647816,0.226588111636485,0.3464396888483054,0.2575856801090253,0.1561384584456329,0.2746433153938391,0.2361404394268703,0.2213945081989794,0.3592021069986392,0.5043002742987089,0.2120921497001662,0.3289627740611227,0.2457465091175487,0.2973626879025034,0.443033982323803,0.2715761031821753,0.1869258641940482,0.3000882792233631,0.1498416193921008,0.0824035076317156,0.1853239645338875,0.1231068342927048,0.218915307872524,0.3536354987640691,0.0445136880617122,0.0880728544561831,0.1744390464615278,0.6148648648648648,0.4684774869109013,0.6121981887647744,0.2304683461234389,0.1609933689517581,0.2819543503610355,0.177938756463134,0.1950532768508187,0.3526892628080245,0.5447154471544715,0.3882906974196018,0.5756117416047876,0.2338018767957992,0.2164294135550004,0.3510132684116314,0.3851351351351351,0.3878018112352258,0.5315225130890989,0.0564754737477887,0.0847687155397148,0.1875969754030001,0.4552845528455284,0.4243882583952124,0.6117093025803982,0.1035649040616745,0.0907444425570968,0.1698003700990636
MW314690,0.0991165127515901,0.0709071258007429,0.1579139795142783,0.0346141197706298,0.0316711157728016,0.113123155508789,0.0714285714285714,0.2866656543970199,0.5041914884601225,0.0457402167313077,0.1233341482645967,0.2210429216012813,0.0343012926778339,0.0802984778797841,0.1767054406232968,0.3846153846153846,0.3851012713327671,0.6031038568723607,0.2447215983628775,0.138590491254615,0.2692510810174162,0.0503651232065388,0.0537161986884167,0.144853671970012,0.4502165250908377,0.2425329370705717,0.3828032691417557,0.1083460970957975,0.0809332519999711,0.1472983092363379,0.0469018507417921,0.0592853631567806,0.1440298152634576,0.0392950069240996,0.0892278817461907,0.1914341499438751,0.168161485040807,0.2036017033834679,0.3432094607325271,0.1503015110324723,0.2040171616521717,0.3148979837193524,0.1328329591956781,0.1246078876048368,0.21558710080258,0.1123813591708706,0.0979026517180736,0.2167251210224586,0.6077286917657657,0.3689759722234038,0.52666853581514,0.1193422762364519,0.1528458415047539,0.2507413947992291,0.6,0.3792160046742076,0.6379839953257922,0.0555858405483939,0.0810060668283735,0.1715758446337592,0.0367820559355825,0.0715319003447095,0.1737624927148395,0.2312275851763299,0.2305432560625121,0.3685528661729926,0.1831133522094837,0.1649412882580941,0.2783356110855846,0.68612276268458,0.507818511735635,0.6857262398552791,0.1911754650756845,0.1528806778649814,0.259661751100686,0.217779480307765,0.1046076985610167,0.202278865838366,0.6031174517591076,0.3935689344666237,0.5348188291281255,0.227777913675068,0.1452180119172636,0.2364642683146159,0.3928571428571428,0.3086313761548648,0.4532257667022778,0.2766671944927615,0.1641320352073834,0.2963332402644082,0.6759933684321995,0.4681135207969382,0.6328713151338661,0.2251655629139072,0.2875880081262815,0.4382398064432548,0.6778145493884701,0.3703123214900444,0.5059711806956301,0.6071428571428571,0.5467742332977223,0.6913686238451353,0.3479037760711256,0.196314718153326,0.3458807963452873,0.7748344370860928,0.5617601935567451,0.7124119918737184,0.3914153188088671,0.2881307507795033,0.3934023781356407
MZ664273,0.2138185935865622,0.1474847219646042,0.2017822250713537,0.1822469739823629,0.1269003473067602,0.175781532399853,0.0945273631840796,0.4476547218451267,0.5881661736772611,0.0944118075989397,0.190855566916685,0.2488479852151194,0.088898910965957,0.1870956930992347,0.2342533284870283,0.6602739726027397,0.5668562537243805,0.6659656640838391,0.1893950615047722,0.1598723633760138,0.2055143944768385,0.148906441041931,0.1004840717904942,0.1482010191061296,0.3501422420384372,0.2479042633670324,0.3049680972065242,0.2502661216008382,0.1487911783887861,0.1884183374428446,0.1373050096985869,0.1487813183331709,0.19853858763588,0.1683682319294321,0.1846866821722287,0.2432654157010715,0.398606206869165,0.2788684309850482,0.3494962459104896,0.305208698592374,0.263661402806511,0.3245753841675402,0.1630042328308657,0.1548409103754427,0.2114805993900908,0.1613969771563824,0.1433646163187746,0.2007008269506018,0.3000303690683839,0.3172740061102995,0.4026311786971072,0.2474744860377309,0.2026065638768329,0.2485485631276157,0.5343915343915344,0.4875074936265408,0.6170427709237235,0.1887966681107727,0.1598576228337045,0.209926643888861,0.0872638411801958,0.1321211477107061,0.1924100275954984,0.4354300617935643,0.2889482150097184,0.3529032527322217,0.2467464716020427,0.2005621412705288,0.2468553921465973,0.4132063731807864,0.4081480967296267,0.496227852664109,0.127579004827608,0.1712831508015917,0.2228926575318327,0.0976665731892863,0.1081051869073684,0.1511713587306939,0.3550200704809314,0.3531264891304931,0.4121394977738387,0.1429398784030924,0.1538990753457429,0.1944099032031037,0.5617597292724196,0.4411179276230353,0.5353287728845791,0.2047639127604364,0.2287373897837534,0.2921681452070119,0.6836338741212027,0.4166918220732341,0.5128246770276337,0.4668630338733432,0.4071929943876976,0.4820559010467639,0.4284908340442302,0.3309805903634938,0.391500259735066,0.4382402707275803,0.4646712271154207,0.5588820723769645,0.1914644253369446,0.1799046151574503,0.242761169153938,0.5331369661266568,0.5179440989532359,0.5928070056123022,0.2859982718515919,0.2448602511308797,0.2999525344187544
MW052131,0.2488157661149448,0.1350404742169043,0.1917400161810001,0.1730270146307935,0.116260580056641,0.1686483846779134,0.3543689320388349,0.4387587474302984,0.5730859127638765,0.0978650023490351,0.2046226683521251,0.2788699782118234,0.1153728230399449,0.1725272930797415,0.2292214879892772,0.6112956810631229,0.5645014267990786,0.6668606994467691,0.1147043855061901,0.1368087883247379,0.1928797970187528,0.140018696355386,0.0892540782186808,0.1360450046330919,0.3151797673891451,0.2302106432738158,0.2955687567743759,0.1911731478244485,0.1268491632193971,0.177789886777906,0.133885182453623,0.1333772397745356,0.1918705057117857,0.1585336987907108,0.1954163236876813,0.2522806855538356,0.325551584950202,0.3311443732124497,0.397874041349058,0.3000506775609012,0.3005458348790507,0.3668639216507167,0.1180357507663777,0.1405528268579256,0.1938910232529124,0.1704931809829272,0.1524510684035274,0.2153777353289804,0.5223050618524296,0.3113760030869753,0.3970521438492924,0.2736325855358643,0.2270250883280225,0.2817721290249578,0.358974358974359,0.4427747994742401,0.598250841551401,0.1118727148624928,0.1518316538577696,0.2007016281714931,0.0969337481225006,0.1215838619034526,0.1734416941591638,0.5686372727018945,0.3215721386069333,0.4000900816910164,0.2050213760510442,0.1765400699268845,0.2304312621157363,0.4499087414458736,0.3999070289503998,0.4920178402316572,0.1432865519019417,0.1563124739079277,0.2068977448595297,0.1068209450382371,0.0915255186961209,0.1353612703643584,0.2867176012953898,0.3309817927827842,0.400850364897426,0.0855976067729264,0.1338330958417972,0.1829332342945086,0.5938864628820961,0.4453335054144441,0.5450158395637223,0.2409245524845125,0.20293636650059,0.270080043643299,0.6436099308620721,0.4329857558250446,0.5423632223183108,0.375,0.4383860620231596,0.514818163328953,0.4348480954574141,0.3167507311516097,0.3795733638489645,0.4061135371179039,0.4549841604362778,0.554666494585556,0.1343276926499682,0.1592461883445202,0.2281746306328422,0.6250000000000001,0.4851818366710471,0.5616139379768404,0.342447246196194,0.2348444303905009,0.2915575685186172
MT210605,0.3401758161752897,0.230383698522949,0.2811903134807185,0.2644719551373606,0.2142312192248782,0.2816586637946972,0.5299999999999999,0.6584010478383763,0.7916989521616239,0.139634635715505,0.2249697353848888,0.280205306037023,0.2105444555984559,0.2686504446437957,0.3227810601903956,0.7450331125827815,0.6686880526039843,0.7671397619655517,0.2376572886384759,0.1751969158229494,0.2310061985165085,0.1875492892546313,0.1321727705699535,0.1781446803239536,0.2202965065954945,0.1643808978537648,0.2110772131114162,0.2487221158721414,0.1318254237055695,0.1742890658148864,0.2252541017904597,0.1992278624393468,0.2654238346998929,0.2303585953660338,0.2316315526031647,0.300290922993845,0.3952525226648417,0.3206424699076193,0.39675210899292,0.3695400573163616,0.2952849899796114,0.3536537912636838,0.1189100977537186,0.1612168105418376,0.2106327280785294,0.1603136790407258,0.1364758530796746,0.1923022264249021,0.2185555226982831,0.1915958158762008,0.2764192555433252,0.1253298906464186,0.1337331591417132,0.1830690894238187,0.7982456140350878,0.6110090708721355,0.7354821571980384,0.2630339905773078,0.2423351089294769,0.299924413986451,0.1726494079955299,0.1655614776881371,0.2276461903695767,0.4721180820092484,0.3090383162464256,0.3847179343317299,0.2476953120056868,0.2103259084280243,0.2669504625650152,0.3189076299879285,0.2986982326244468,0.388700551888289,0.2065259397005514,0.1890667330760106,0.2431659999983949,0.1271315307315077,0.1013594030304633,0.1456003526505617,0.1527124179151607,0.216664301648851,0.2798863103408663,0.1137096704149679,0.0987224449562246,0.1431801550109266,0.6797752808988765,0.5056093228507091,0.6005704524301897,0.1840754900667531,0.1565707224608874,0.2260256307330943,0.3388009551776466,0.2545746516220712,0.3460004431462328,0.674931129476584,0.5292584826378003,0.6219811867836865,0.2660686201512776,0.2074950315700284,0.2555431301209527,0.3202247191011235,0.3994295475698104,0.4943906771492909,0.0742240528024365,0.0901099120113407,0.1437455694533888,0.3250688705234159,0.3780188132163133,0.4707415173621995,0.0733056632800668,0.0940806917655507,0.1369453554416805
OM030320,0.2462242199483658,0.1571782239742629,0.2029223663502084,0.2047503443843731,0.1357441426201894,0.1832756038683171,0.1319796954314721,0.4552735788697011,0.6005639845820754,0.0735956006280311,0.1784908088943921,0.2300752397715834,0.0991454784562584,0.19034517708456,0.2381219604920135,0.6239782016348774,0.5713026908585672,0.6758907696318956,0.2088849246399841,0.1712131609864121,0.2172788037206834,0.1785644304754624,0.1092131492044378,0.15814501893073,0.3461603416442763,0.2582300871189064,0.3107583646593748,0.2488204611518148,0.1420385771136419,0.187484473801953,0.1436856158716025,0.1468618863222024,0.2037352101738934,0.1380316444259033,0.166724582560101,0.2221941158740557,0.4115898519540884,0.2502782651057335,0.3339607509058864,0.2991703476831518,0.2507915871312204,0.3084255358959577,0.1416842154179466,0.161789239772655,0.2200752092852451,0.1208553789693595,0.1309610557080805,0.187006710378378,0.3196797944098678,0.3261355783140161,0.4194184712560678,0.2187551906424174,0.1852914137177964,0.2276193141494775,0.6213592233009708,0.509835395575865,0.6615238277251061,0.203514480998956,0.1675503608803936,0.2191726268964565,0.0830103215234642,0.1476252681175817,0.2035276930655091,0.4203847199596182,0.2700004860658861,0.3298648547568767,0.2438315233003863,0.2018027114132516,0.2553892033699368,0.4540279344626136,0.4086051746571884,0.5001182583656391,0.1433455488950614,0.1852780284133731,0.2350520046475252,0.1378218157751551,0.1232683832497417,0.1713991139735218,0.3644934398423054,0.3636490330635833,0.4263376159819098,0.1475208667755996,0.1612894958108467,0.2008359475315596,0.5373665480427047,0.4382694677356396,0.5205205678515487,0.2240057256791125,0.235301662099211,0.2978735560191393,0.6030064522957914,0.3854961814957635,0.4961077736405864,0.3660968660968661,0.3828623510204059,0.4569382187801636,0.437649339937933,0.3480143830996937,0.4097497861798896,0.4626334519572954,0.4794794321484512,0.5617305322643603,0.2234955014005074,0.1852241519168471,0.2427426194725777,0.6339031339031339,0.5430617812198362,0.6171376489795941,0.2856193730664687,0.2547746281430268,0.3076132395985876
